file	line	kind	marker	status	assessment	context	source
protocols/turnloop-redis/tests/real.rs	354	ignored-test	"#[ignore = ""private three-master cluster and Sentinel: python3 scripts/test-servers.py run cargo test --workspace -- --include-ignored""]"	STALE as unrun CI claim — runner exists	P includes ignored protocol targets with real fixtures; HTTP also N interop. WASI p2 async_server targets selected in P. Test remains intentionally ignored in ordinary cargo test; see CI evidence.	"fn real_cluster_slots_shards_moved_ask_and_sentinel() {     let mut seed = Driver::connect(port(""TURNLOOP_TEST_REDIS_CLUSTER_PORT""), Config::default());     let mut map = SlotMap::new();"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-redis/tests/real.rs#L354
protocols/turnloop-smtp/Cargo.toml	22	cfg-selection	"[target.'cfg(not(target_arch = ""wasm32""))'.dev-dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"email-encoding.workspace = true  [target.'cfg(not(target_arch = ""wasm32""))'.dev-dependencies] rustls.workspace = true "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/Cargo.toml#L22
protocols/turnloop-smtp/Cargo.toml	39	cfg-selection	"[target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"turnloop = [""dep:turnloop-io"", ""dep:turnloop-tls""]  [target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies] turnloop-io = { workspace = true, optional = true, features = [""wasi-p3-experimental""] } "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/Cargo.toml#L39
protocols/turnloop-smtp/README.md	75	doc-progress	Dropping a pending operation closes its transport before a pool can reuse it.	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	absolute `turnloop_io::Instant` deadline, shared across authentication, I/O and retries. Callbacks borrow row/reply storage; copy values only when retaining them. Dropping a pending operation closes its transport before a pool can reuse it.  For TLS, set the protocol's TLS mode and provide	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/README.md#L75
protocols/turnloop-smtp/README.md	100	doc-progress	Apply `turnloop_io::deadline` using the core's next deadline. Dropping a pending	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	entropy and TLS-upgrade requests are explicit events; acknowledge them through the core. For an upgrade, `into_parts` preserves the stream, core and unread bytes. Apply `turnloop_io::deadline` using the core's next deadline. Dropping a pending drive future closes the stream and aborts the core; terminal core events remain available for draining. See `turnloop-io` for the shared adapter ownership pattern.	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/README.md#L100
protocols/turnloop-smtp/examples/turnloop.rs	41	cfg-selection	"#[cfg(not(any(windows, all(target_arch = ""wasm32"", target_os = ""unknown""))))]"	STILL TRUE — example exclusion	Windows and web use no-op example main; underlying Windows adapters still build/test in N-W. Not execution evidence for the example. Browser raw protocol sockets unavailable.	"Ok(()) } #[cfg(not(any(windows, all(target_arch = ""wasm32"", target_os = ""unknown""))))] fn main() -> std::io::Result<()> { use std::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/examples/turnloop.rs#L41
protocols/turnloop-smtp/examples/turnloop.rs	65	cfg-selection	"#[cfg(any(windows, all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — example exclusion	Windows and web use no-op example main; underlying Windows adapters still build/test in N-W. Not execution evidence for the example. Browser raw protocol sockets unavailable.	"} } #[cfg(any(windows, all(target_arch = ""wasm32"", target_os = ""unknown"")))] fn main() { eprintln!("	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/examples/turnloop.rs#L65
protocols/turnloop-smtp/src/asynchronous.rs	31	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"} fn ingest(&mut self, bytes: &[u8], _now: Instant) -> io::Result<usize> { #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] { self.receive(bytes, _now).map_err(io::Error::other)?;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/asynchronous.rs#L31
protocols/turnloop-smtp/src/asynchronous.rs	36	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"Ok(bytes.len()) } #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] { let _ = bytes;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/asynchronous.rs#L36
protocols/turnloop-smtp/src/asynchronous.rs	39	unsupported	Err(io::ErrorKind::Unsupported.into())	STILL TRUE — adapter capability restriction	Read enclosing branch: browser raw TCP is unavailable; TLS channel-binding algorithm absence or host RSA/decryption restrictions are explicit errors. I15 compatibility scope.	{ let _ = bytes; Err(io::ErrorKind::Unsupported.into()) } }	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/asynchronous.rs#L39
protocols/turnloop-smtp/src/asynchronous.rs	47	cfg-selection	#[cfg(test)]	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	}  #[cfg(test)] mod tests { use super::*;	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/asynchronous.rs#L47
protocols/turnloop-smtp/src/lib.rs	901	cfg-selection	"#[cfg(feature = ""turnloop"")]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"}  #[cfg(feature = ""turnloop"")] pub mod asynchronous;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/lib.rs#L901
protocols/turnloop-smtp/src/transport.rs	32	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"} fn now<B: Backend>(executor: &ExecutorHandle<B>) -> io::Result<std::time::Instant> { #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] { let _ = executor;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/transport.rs#L32
protocols/turnloop-smtp/src/transport.rs	35	unsupported	Err(io::ErrorKind::Unsupported.into())	STILL TRUE — adapter capability restriction	Read enclosing branch: browser raw TCP is unavailable; TLS channel-binding algorithm absence or host RSA/decryption restrictions are explicit errors. I15 compatibility scope.	"{ let _ = executor; Err(io::ErrorKind::Unsupported.into()) } #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/transport.rs#L35
protocols/turnloop-smtp/src/transport.rs	37	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"Err(io::ErrorKind::Unsupported.into()) } #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] { Ok(executor.now())"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/src/transport.rs#L37
protocols/turnloop-smtp/tests/async_server.rs	1	cfg-selection	"#![cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] use std::{ future::Future,"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/tests/async_server.rs#L1
protocols/turnloop-smtp/tests/async_server.rs	31	ignored-test	"#[ignore = ""private Postfix smtp-sink fixture""]"	STALE as unrun CI claim — runner exists	P includes ignored protocol targets with real fixtures; HTTP also N interop. WASI p2 async_server targets selected in P. Test remains intentionally ignored in ordinary cargo test; see CI evidence.	"fn real_async_postfix_delivery() {     let port = std::env::var(""TURNLOOP_TEST_SMTP_PORT"")         .expect(""private SMTP port"")"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/tests/async_server.rs#L31
protocols/turnloop-smtp/tests/asynchronous.rs	1	cfg-selection	"#![cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] #[path = ""../../../crates/turnloop-io/tests/support/count.rs""] mod count;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/tests/asynchronous.rs#L1
protocols/turnloop-smtp/tests/smtp.rs	1	cfg-selection	"#![cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(not(target_arch = ""wasm32""))] #![deny(unsafe_op_in_unsafe_fn)] use std::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/tests/smtp.rs#L1
protocols/turnloop-smtp/tests/smtp.rs	76	unsupported	"c.receive(b""502 unsupported\r\n"", now)"	STILL TRUE — test/spike capability assertion	Negative test, mock provider, or historical spike. Passing rejection proves the error/cleanup subject, not successful unsupported I/O.	"assert!(c.output().starts_with(b""EHLO"")); discard(&mut c); c.receive(b""502 unsupported\r\n"", now) .expect(""fixture operation must succeed""); assert!(c.output().starts_with(b""HELO""));"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/tests/smtp.rs#L76
protocols/turnloop-smtp/tests/smtp.rs	553	ignored-test	"#[ignore = ""private SMTP sink: scripts/test-servers.py run cargo test --workspace -- --include-ignored""]"	STALE as unrun CI claim — runner exists	P includes ignored protocol targets with real fixtures; HTTP also N interop. WASI p2 async_server targets selected in P. Test remains intentionally ignored in ordinary cargo test; see CI evidence.	"fn installed_postfix_smtp_sink_records_message() {     use std::{fs, path::PathBuf};     let port: u16 = std::env::var(""TURNLOOP_TEST_SMTP_PORT"")"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-smtp/tests/smtp.rs#L553
protocols/turnloop-tls/Cargo.toml	27	cfg-selection	"[target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"rcgen.workspace = true  [target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dependencies] ring = { workspace = true, features = [""wasm32_unknown_unknown_js""] } rustls-pki-types = { workspace = true, features = [""web""] }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/Cargo.toml#L27
protocols/turnloop-tls/Cargo.toml	48	cfg-selection	"[target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"required-features = [""turnloop""]  [target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies] turnloop-io = { workspace = true, optional = true, features = [""wasi-p3-experimental""] } "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/Cargo.toml#L48
protocols/turnloop-tls/src/asynchronous.rs	260	unsupported	io::ErrorKind::Unsupported,	STILL TRUE — adapter capability restriction	Read enclosing branch: browser raw TCP is unavailable; TLS channel-binding algorithm absence or host RSA/decryption restrictions are explicit errors. I15 compatibility scope.	"_ => { return Err(io::Error::new( io::ErrorKind::Unsupported, ""TLS early data is disabled"", ));"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/src/asynchronous.rs#L260
protocols/turnloop-tls/src/lib.rs	297	cfg-selection	"#[cfg(feature = ""turnloop"")]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"}  #[cfg(feature = ""turnloop"")] pub mod asynchronous; #[cfg(feature = ""turnloop"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/src/lib.rs#L297
protocols/turnloop-tls/src/lib.rs	299	cfg-selection	"#[cfg(feature = ""turnloop"")]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"#[cfg(feature = ""turnloop"")] pub mod asynchronous; #[cfg(feature = ""turnloop"")] pub use asynchronous::TlsStream;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/src/lib.rs#L299
protocols/turnloop-tls/tests/async_allocations.rs	3	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"//! TLS record gate over real AsyncIo sockets. Rustls 0.23.45 owns two allocations //! per decrypted record; retain its existing four-allocation bidirectional baseline. #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] mod native { use std::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/tests/async_allocations.rs#L3
protocols/turnloop-tls/tests/async_allocations.rs	193	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"} fn main() { #[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] native::run(); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/tests/async_allocations.rs#L193
protocols/turnloop-tls/tests/asynchronous.rs	1	cfg-selection	"#![cfg(all( feature = ""turnloop"", not(all(target_arch = ""wasm32"", target_os = ""unknown"")) ))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(all( feature = ""turnloop"", not(all(target_arch = ""wasm32"", target_os = ""unknown""))"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/tests/asynchronous.rs#L1
protocols/turnloop-tls/tests/channel_binding.rs	100	unsupported	tlv(0xa3, &[2, 1, 2]),                      // unsupported trailer	STILL TRUE — test/spike capability assertion	Negative test, mock provider, or historical spike. Passing rejection proves the error/cleanup subject, not successful unsupported I/O.	tlv(0xa2, &[2, 2, 0, 20]),                  // nonminimal integer tlv(0xa2, &[2, 0]),                         // empty integer tlv(0xa3, &[2, 1, 2]),                      // unsupported trailer tlv(0xa4, &[]),                             // unknown parameter ] {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/tests/channel_binding.rs#L100
protocols/turnloop-tls/tests/tls.rs	1	cfg-selection	"#![cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(not(target_arch = ""wasm32""))] mod support; use std::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-tls/tests/tls.rs#L1
protocols/turnloop-websocket/Cargo.toml	26	cfg-selection	"[target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"base64.workspace = true  [target.'cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))'.dependencies] getrandom = { workspace = true, features = [""wasm_js""] } "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/Cargo.toml#L26
protocols/turnloop-websocket/Cargo.toml	58	cfg-selection	"[target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"harness = false  [target.'cfg(all(target_os = ""wasi"", target_env = ""p3""))'.dependencies] turnloop-wasi-random.workspace = true turnloop-io = { workspace = true, optional = true, features = [""wasi-p3-experimental""] }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/Cargo.toml#L58
protocols/turnloop-websocket/README.md	22	doc-progress	`close` waits for the peer under a deadline. Dropping a pending frame operation	STILL TRUE — behavior/policy, not open work	Pending means operation/queue/phase state or a reporting rule. Read linked context; no missing implementation inferred.	the server upgrade. Both preserve coalesced first-frame bytes. Await `send` and `receive`; ping/pong and close replies flush before received messages are returned. `close` waits for the peer under a deadline. Dropping a pending frame operation closes the stream. The host keeps turning its LocalExecutor. 	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/README.md#L22
protocols/turnloop-websocket/examples/echo_client.rs	1	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] fn main() -> Result<(), Box<dyn std::error::Error>> { use std::{"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/examples/echo_client.rs#L1
protocols/turnloop-websocket/examples/echo_client.rs	52	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"Ok(()) } #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Use the browser WebSocket host capability"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/examples/echo_client.rs#L52
protocols/turnloop-websocket/examples/echo_server.rs	1	cfg-selection	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"#[cfg(not(all(target_arch = ""wasm32"", target_os = ""unknown"")))] fn main() -> Result<(), Box<dyn std::error::Error>> { use std::time::Duration;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/examples/echo_server.rs#L1
protocols/turnloop-websocket/examples/echo_server.rs	43	cfg-selection	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"Ok(()) } #[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Browser listening sockets are unsupported"");"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/examples/echo_server.rs#L43
protocols/turnloop-websocket/examples/echo_server.rs	45	unsupported	"eprintln!(""Browser listening sockets are unsupported"");"	STILL TRUE — protocol validation/scope	Unsupported version/auth plugin/column/URL/ALPN/coding/TXT/SCRAM extension is rejected explicitly; not every protocol extension is required. Match agreed Perry compatibility scope in I15.	"#[cfg(all(target_arch = ""wasm32"", target_os = ""unknown""))] fn main() { eprintln!(""Browser listening sockets are unsupported""); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/examples/echo_server.rs#L45
protocols/turnloop-websocket/src/lib.rs	11	cfg-selection	"#[cfg(all(target_os = ""wasi"", target_env = ""p3""))]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"//! and cancellation examples. Default features retain the sans-I/O API. #![deny(unsafe_op_in_unsafe_fn)] #[cfg(all(target_os = ""wasi"", target_env = ""p3""))] use turnloop_wasi_random as _; "	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/src/lib.rs#L11
protocols/turnloop-websocket/src/lib.rs	329	cfg-selection	"#[cfg(feature = ""turnloop"")]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"}  #[cfg(feature = ""turnloop"")] pub mod asynchronous; #[cfg(feature = ""turnloop"")]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/src/lib.rs#L329
protocols/turnloop-websocket/src/lib.rs	331	cfg-selection	"#[cfg(feature = ""turnloop"")]"	STILL TRUE — protocol feature/platform selection	N default/all-feature, PW2/PW3 selected adapters; browser branches avoid std clocks/raw TCP or use host HTTP. p3 entropy shim feature/cfg is required. Full browser codec runtime and all feature subsets are not proven.	"#[cfg(feature = ""turnloop"")] pub mod asynchronous; #[cfg(feature = ""turnloop"")] pub use asynchronous::WebSocketStream;"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/src/lib.rs#L331
protocols/turnloop-websocket/tests/asynchronous.rs	1	cfg-selection	"#![cfg(all( feature = ""turnloop"", not(all(target_arch = ""wasm32"", target_os = ""unknown"")) ))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(all( feature = ""turnloop"", not(all(target_arch = ""wasm32"", target_os = ""unknown""))"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/tests/asynchronous.rs#L1
protocols/turnloop-websocket/tests/asynchronous.rs	93	cfg-selection	"#[cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"assert_eq!(finish(&mut server), finish(&mut client)); } #[cfg(not(target_arch = ""wasm32""))] #[test] fn node_websocket_against_async_server() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/tests/asynchronous.rs#L93
protocols/turnloop-websocket/tests/websocket.rs	1	cfg-selection	"#![cfg(not(target_arch = ""wasm32""))]"	STILL TRUE — protocol test selection	N portable workspace; P selects real suites incl ignored; PW2/PW3 select manifest allowlists and P adds p2 real servers. Native-only/reference-C/Node-peer bodies excluded on wasm; WEB does not execute every protocol codec test. I03/I15.	"#![cfg(not(target_arch = ""wasm32""))] use std::{ io::{Read, Write},"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/protocols/turnloop-websocket/tests/websocket.rs#L1
